gene_id	base_feature_id	chr	start	end	name	score	strand	feature_type_top	feature_types	transcript_type_top	gene_name	padj	pval	stat	log2FoldChange	X10R_IN_1_norm	X10R_IN_2_norm	X10R_IP_1_norm	X10R_IP_2_norm	DMSO_IN_1_norm	DMSO_IN_2_norm	DMSO_IP_1_norm	DMSO_IP_2_norm
ENSG00000197182.17	336119	chr22	46092341	46092441	8733563	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0023347475810084	2.29520340660679e-05	4.23404954766774	2.48363087612633	105	409	21	49	217	780	10	17
ENSG00000197182.17	336123	chr22	46103091	46103191	8733672	0	+	SS3_ADJ	SS3_ADJ:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.00263133051198246	2.93877119035842e-05	4.17815982873694	2.36621158002373	31	129	62	208	79	249	40	61
ENSG00000197182.17	336123	chr22	46100138	46100236	8733642	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0027477680406511	3.30487565026764e-05	4.15137235822211	2.15280189771517	31	129	54	167	79	249	35	66
ENSG00000197182.17	336130	chr22	46112145	46112244	8733765	0	+	EXON_LNCRNA	EXON_LNCRNA:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.00279533919030014	3.60224122461358e-05	4.13161453655799	2.26405915444188	58	134	102	331	70	236	55	69
ENSG00000197182.17	336119	chr22	46089650	46089749	8733536	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0030037002585154	4.17806641130385e-05	4.09740550114255	2.26215922766804	105	409	57	242	217	780	40	68
ENSG00000197182.17	336119	chr22	46091544	46091643	8733555	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0030037002585154	4.38684745659465e-05	4.0861000113108	2.45396501410454	105	409	36	208	217	780	28	48
ENSG00000197182.17	336119	chr22	46087457	46087557	8733514	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00302038584000197	4.67069975258036e-05	4.07152176306473	2.09340614719914	105	409	39	123	217	780	26	48
ENSG00000197182.17	336119	chr22	46090447	46090547	8733544	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00356319126977744	6.73455394631475e-05	3.98547404293053	1.77219156611733	105	409	47	153	217	780	33	81
ENSG00000100354.23	335295	chr22	40187536	40187636	8716895	0	+	INTRON	INTRON	protein_coding	TNRC6B	0.00356319126977744	6.50391101944373e-05	-3.9937402582926	-1.95137015863026	710	578	30	15	333	215	44	26
ENSG00000197182.17	336119	chr22	46090148	46090248	8733541	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00356319126977744	5.98748635292765e-05	4.01330343924049	2.02952368571811	105	409	76	312	217	780	57	109
ENSG00000197182.17	336119	chr22	46094733	46094833	8733587	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00356319126977744	6.17354149819613e-05	4.0060774444331	2.49227692945795	105	409	30	90	217	780	19	23
ENSG00000197182.17	336119	chr22	46091843	46091942	8733558	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00410276211203747	8.4593033237886e-05	3.93100067852908	2.28501119166885	105	409	52	268	217	780	40	69
ENSG00000197182.17	336119	chr22	46087955	46088055	8733519	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00410276211203747	8.43224068734079e-05	3.93177089527216	2.12430020758069	105	409	71	334	217	780	55	101
ENSG00000197182.17	336119	chr22	46089151	46089251	8733531	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00784181575634536	0.00016842387792838	3.76220207559002	1.9274916679915	105	409	128	570	217	780	102	203
ENSG00000197182.17	336130	chr22	46112343	46112442	8733767	0	+	EXON_LNCRNA	EXON_LNCRNA:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.00856719901996192	0.000191363551992277	3.7301529703001	2.23370087720448	58	134	33	92	70	236	17	24
ENSG00000197182.17	336119	chr22	46092939	46093039	8733569	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00860724611269953	0.000214441698684095	3.70136623269938	1.81014749775595	105	409	60	170	217	780	42	83
ENSG00000197182.17	336130	chr22	46112541	46112640	8733769	0	+	EXON_LNCRNA	EXON_LNCRNA:SS3_ADJ:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.00860724611269953	0.000212357474261619	3.70384328839973	2.10743880034574	58	134	54	188	70	236	33	46
ENSG00000291035.2	339507	chr22	42570997	42571096	8808003	0	-	INTRON	INTRON	lncRNA	RRP7BP	0.00860724611269953	0.000204654749202666	3.71320034477881	2.1701373584249	293	307	31	32	207	209	8	4
ENSG00000197182.17	336119	chr22	46093736	46093836	8733577	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.00885857902818288	0.000235924355561571	3.67707428190841	2.14352042936718	105	409	55	112	217	780	29	45
ENSG00000241878.13	338332	chr22	31629162	31629261	8780337	0	-	INTRON	INTRON	protein_coding	PISD	0.00885857902818288	0.000231155648642191	3.6822818471134	2.6146391266254	449	427	42	23	318	251	4	3
ENSG00000197182.17	336130	chr22	46112640	46112739	8733770	0	+	EXON_LNCRNA	EXON_LNCRNA:SS3_ADJ:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.00982524833104453	0.000270109919753802	3.64239809526373	2.38890774628151	58	134	42	114	70	236	22	23
ENSG00000197182.17	336123	chr22	46102691	46102791	8733668	0	+	SS3_PROX	SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.0101897621400172	0.000288885009124199	3.62506837540168	2.14520571083926	31	129	84	317	79	249	69	92
ENSG00000197182.17	336125	chr22	46103253	46103353	8733674	0	+	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	lncRNA	MIRLET7BHG	0.0108826588543009	0.000317878351414288	3.6002770034369	2.56139718183968	7	55	97	360	32	118	64	101
ENSG00000197182.17	336119	chr22	46092839	46092939	8733568	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0115184313697982	0.000351388526386557	3.57413431650797	2.0007241567502	105	409	46	133	217	780	33	50
ENSG00000197182.17	336130	chr22	46112442	46112541	8733768	0	+	EXON_LNCRNA	EXON_LNCRNA:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.0115184313697982	0.000356240145457675	3.57054433744806	2.23030484889204	58	134	80	187	70	236	42	40
ENSG00000197182.17	336119	chr22	46090647	46090746	8733546	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0138877073766773	0.000441447743073077	3.51397898052779	1.93371115123242	105	409	38	212	217	780	37	75
ENSG00000197182.17	336113	chr22	46084118	46084217	8733478	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0141585681097788	0.000482326529190085	3.49038423499508	2.0115602554135	31	143	44	161	65	175	24	48
ENSG00000197182.17	336111	chr22	46073577	46073677	8733372	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0141585681097788	0.000462263919071017	3.50172070898245	2.1599853590311	118	500	46	163	212	751	29	39
ENSG00000197182.17	336119	chr22	46088155	46088254	8733521	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0141585681097788	0.00048932145834794	3.4865349407956	1.85756021821093	105	409	63	309	217	780	58	114
ENSG00000197182.17	336130	chr22	46111650	46111749	8733760	0	+	EXON_LNCRNA	EXON_LNCRNA:INTRON	lncRNA	MIRLET7BHG	0.0141585681097788	0.000498712450602175	3.48144700822156	2.11042858640416	58	134	23	76	70	236	13	22
ENSG00000197182.17	336119	chr22	46086160	46086260	8733501	0	+	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	lncRNA	MIRLET7BHG	0.014516336998802	0.000536256435522756	3.46196020748931	2.1510728233613	105	409	84	290	217	780	62	78
ENSG00000197182.17	336119	chr22	46086260	46086360	8733502	0	+	SS5_PROX	SS5_PROX:INTRON	lncRNA	MIRLET7BHG	0.014516336998802	0.000527114666554002	3.46658519117956	2.0028421144844	105	409	49	260	217	780	46	81
ENSG00000197182.17	336111	chr22	46074275	46074375	8733379	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159099040031079	0.000601405305959405	3.43097983452995	2.05867036972239	118	500	52	248	212	751	38	60
ENSG00000197182.17	336119	chr22	46089251	46089351	8733532	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000651829653238191	3.40907747392456	1.8077770619059	105	409	59	219	217	780	51	88
ENSG00000197182.17	336111	chr22	46078962	46079062	8733426	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000659568717394802	3.40585635867761	1.91001318129241	118	500	57	197	212	751	38	61
ENSG00000197182.17	336123	chr22	46102101	46102200	8733662	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000668186049597117	3.40231078999315	1.82350509866592	31	129	68	222	79	249	60	96
ENSG00000197182.17	336119	chr22	46086759	46086859	8733507	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000616261024963387	3.42435481729001	1.87466655501842	105	409	86	212	217	780	58	92
ENSG00000197182.17	336113	chr22	46083624	46083723	8733473	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000732974169765669	3.37693857350825	1.69424272893523	31	143	54	195	65	175	29	81
ENSG00000197182.17	336119	chr22	46086660	46086759	8733506	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000704173900752767	3.38794886943742	2.01125631945226	105	409	36	117	217	780	29	40
ENSG00000197182.17	336119	chr22	46097125	46097225	8733611	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000701783016714773	3.38888161559111	1.80668880677981	105	409	23	62	217	780	17	32
ENSG00000197182.17	336111	chr22	46075073	46075173	8733387	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0159130903181722	0.000738236148781184	3.37497045888977	1.95235049312914	118	500	75	342	212	751	55	91
ENSG00000197182.17	336130	chr22	46112838	46112937	8733772	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	0.0159130903181722	0.000708790530010387	3.38615609967236	2.20671185286312	58	134	73	169	70	236	40	35
ENSG00000197182.17	336130	chr22	46113135	46113234	8733775	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	0.0159130903181722	0.000734509976920918	3.37636278973378	2.42773677968877	58	134	31	124	70	236	20	20
ENSG00000197182.17	336111	chr22	46075671	46075771	8733393	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0163603280374896	0.00077303955503602	3.36227192952155	2.21855511799589	118	500	41	131	212	751	26	29
ENSG00000197182.17	336119	chr22	46089052	46089151	8733530	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0172562311543546	0.000830196687838364	3.34252569470242	1.98856093067745	105	409	67	240	217	780	55	76
ENSG00000197182.17	336111	chr22	46075871	46075971	8733395	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0199559808608813	0.000984990321390346	3.29477922581686	1.71814025323417	118	500	94	424	212	751	73	145
ENSG00000197182.17	336127	chr22	46107767	46107867	8733720	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0199559808608813	0.000994370180353192	3.29211478429473	2.56985727232768	19	105	31	59	52	210	13	22
ENSG00000197182.17	336127	chr22	46107667	46107767	8733719	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0215469617078239	0.00109215699378145	3.26564337790761	1.97863659349848	19	105	109	250	52	210	69	117
ENSG00000197182.17	336119	chr22	46091743	46091843	8733557	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0217472285489889	0.00115021385982784	3.25094678158296	1.9771363418238	105	409	75	288	217	780	64	87
ENSG00000197182.17	336119	chr22	46097325	46097425	8733613	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0217472285489889	0.00115835753439632	3.24894038050427	2.1414865261044	105	409	62	73	217	780	20	47
ENSG00000197182.17	336123	chr22	46100727	46100825	8733648	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0217472285489889	0.00114924403415624	3.25118659703921	1.82642448963339	31	129	117	273	79	249	91	119
ENSG00000197182.17	336119	chr22	46088055	46088155	8733520	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0222651407103943	0.00121799096535162	3.23463319212218	1.78764926115189	105	409	70	294	217	780	66	111
ENSG00000197182.17	336130	chr22	46112244	46112343	8733766	0	+	EXON_LNCRNA	EXON_LNCRNA:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.0222651407103943	0.00122420017651652	3.23318089505523	2.29536760415358	58	134	42	118	70	236	26	22
ENSG00000197182.17	336123	chr22	46102891	46102991	8733670	0	+	SS3_PROX	SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.0244187966417822	0.00140417593043668	3.19379129424866	1.99102572065877	31	129	76	458	79	249	84	135
ENSG00000197182.17	336119	chr22	46087158	46087258	8733511	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0244187966417822	0.00139137894447836	3.19643350159498	2.01431010024412	105	409	107	493	217	780	95	132
ENSG00000197182.17	336119	chr22	46093238	46093338	8733572	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0244187966417822	0.00140554929123661	3.19350905561931	1.78789290404726	105	409	33	86	217	780	26	41
ENSG00000197182.17	336123	chr22	46102494	46102592	8733666	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0248609325255402	0.00146214690199839	3.18209333589884	1.84709898250105	31	129	97	404	79	249	98	142
ENSG00000197182.17	336113	chr22	46082834	46082933	8733465	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0248609325255402	0.00147371507239027	3.17981027126847	1.9601464801827	31	143	28	76	65	175	11	29
ENSG00000197182.17	336119	chr22	46088354	46088454	8733523	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0266876485857059	0.00160492732044623	3.15500976784709	2.1605040338937	105	409	62	192	217	780	48	48
ENSG00000197182.17	336119	chr22	46089849	46089949	8733538	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0285527617237538	0.00176615020971673	3.12697487365164	1.85769693756608	105	409	41	92	217	780	29	41
ENSG00000100345.24	338610	chr22	36372625	36372725	8793151	0	-	INTRON	INTRON	protein_coding	MYH9	0.0285527617237538	0.00176165969434966	3.12772325652623	2.15148979656324	295	301	26	22	187	166	4	3
ENSG00000197182.17	336123	chr22	46099843	46099941	8733639	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0287023695504601	0.00182472108825949	3.11737047510699	1.75629381726965	31	129	62	237	79	249	64	98
ENSG00000197182.17	336113	chr22	46081846	46081945	8733455	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0287023695504601	0.00181589644801197	3.11879923913821	1.62726268261468	31	143	62	174	65	175	35	75
ENSG00000056487.18	339822	chr22	44965866	44965966	8817320	0	-	INTRON	INTRON	protein_coding	PHF21B	0.0290473372409524	0.0018716067809892	3.10988424010451	1.46007696764956	272	257	26	28	613	701	20	27
ENSG00000197182.17	336123	chr22	46102991	46103091	8733671	0	+	SS3_PROX	SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.0293357814010643	0.00192000105407009	3.10233568197405	2.0418472149471	31	129	70	292	79	249	69	79
ENSG00000197182.17	336119	chr22	46088852	46088952	8733528	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0293357814010643	0.0019657997846074	3.09535120366757	1.83672245764001	105	409	57	213	217	780	53	75
ENSG00000197182.17	336119	chr22	46092441	46092540	8733564	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0293357814010643	0.00194337296672794	3.0987524926655	1.97687359024771	105	409	30	46	217	780	15	25
ENSG00000197182.17	336123	chr22	46102298	46102396	8733664	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0325950327943171	0.00221220583397856	3.06015755336098	1.79669465271765	31	129	171	507	79	249	151	200
ENSG00000197182.17	336130	chr22	46113432	46113531	8733778	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	0.0326911225666211	0.00229919108566534	3.048588593423	2.0266857990915	58	134	42	144	70	236	31	32
ENSG00000197182.17	336123	chr22	46099647	46099745	8733637	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0326911225666211	0.00235219977095161	3.04173359085572	1.65577233311729	31	129	75	254	79	249	76	116
ENSG00000197182.17	336119	chr22	46094833	46094933	8733588	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0326911225666211	0.00227992600080717	3.0511158326897	2.07566206632166	105	409	142	221	217	780	76	87
ENSG00000197182.17	336119	chr22	46089550	46089650	8733535	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0326911225666211	0.0023591531749108	3.0408449061191	1.98191752507459	105	409	47	225	217	780	48	61
ENSG00000197182.17	336119	chr22	46086360	46086460	8733503	0	+	SS5_PROX	SS5_PROX:INTRON	lncRNA	MIRLET7BHG	0.0326911225666211	0.00231329690374976	3.046750429923	1.61748089458854	105	409	86	267	217	780	76	127
ENSG00000197182.17	336111	chr22	46076170	46076270	8733398	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.033184052791929	0.00248025136846892	3.02574041634438	1.89848120185863	118	500	57	162	212	751	38	48
ENSG00000197182.17	336119	chr22	46092241	46092341	8733562	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.033184052791929	0.00247962344944976	3.0258169794755	1.75912788124521	105	409	30	105	217	780	29	43
ENSG00000197182.17	336130	chr22	46113234	46113333	8733776	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	0.033184052791929	0.00247685084794026	3.02615525927548	2.32695637928146	58	134	31	110	70	236	22	17
ENSG00000197182.17	336119	chr22	46094933	46095032	8733589	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.033255499013261	0.00251416143742866	3.02163182098528	1.99647539893535	105	409	76	117	217	780	42	53
ENSG00000197182.17	336113	chr22	46080655	46080755	8733443	0	+	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	lncRNA	MIRLET7BHG	0.0334861566879676	0.00256036765054048	3.01611425256414	1.60420526350799	31	143	41	170	65	175	26	74
ENSG00000197182.17	336119	chr22	46092042	46092142	8733560	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0335012077116926	0.00259029956533706	3.01258842851096	1.71712216498787	105	409	36	136	217	780	37	56
ENSG00000197182.17	336123	chr22	46101807	46101905	8733659	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0340188777857477	0.00265955144201292	3.00457161020031	1.79683018677082	31	129	59	139	79	249	48	65
ENSG00000197182.17	336123	chr22	46102791	46102891	8733669	0	+	SS3_PROX	SS3_PROX:INTRON	lncRNA	MIRLET7BHG	0.034367813680783	0.00271635640775948	2.99813688163245	1.88992146881951	31	129	67	233	79	249	66	78
ENSG00000197182.17	336119	chr22	46094036	46094135	8733580	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0350269272825732	0.00279854315917467	2.98904128379905	1.90344790360282	105	409	34	85	217	780	28	33
ENSG00000197182.17	336119	chr22	46090048	46090148	8733540	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0353835252075893	0.00285743244803556	2.98267285275664	1.70836253329172	105	409	89	358	217	780	87	136
ENSG00000197182.17	336113	chr22	46083723	46083822	8733474	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0357071735971454	0.00291424526780826	2.9766415403248	1.56398367180463	31	143	121	289	65	175	75	116
ENSG00000197182.17	336130	chr22	46113828	46113928	8733782	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	0.0360567814284313	0.00300146431805445	2.96758791674654	2.26850251253852	58	134	65	79	70	236	28	20
ENSG00000197182.17	336119	chr22	46087258	46087357	8733512	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0360567814284313	0.00300473178570261	2.96725342931434	1.74879493723795	105	409	50	275	217	780	57	98
ENSG00000099910.18	337203	chr22	20495062	20495160	8756103	0	-	INTRON	INTRON	protein_coding	KLHL22	0.0360870659789919	0.0030382581322519	2.96384040720933	1.58539370262435	130	162	47	68	135	140	24	16
ENSG00000197182.17	336119	chr22	46096926	46097026	8733609	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0363606603340358	0.00309253038923501	2.95838756140143	1.95896326900882	105	409	60	116	217	780	40	45
ENSG00000197182.17	336123	chr22	46099941	46100039	8733640	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0370869539253549	0.00318616442657688	2.94918184355904	1.88680508498523	31	129	99	233	79	249	82	85
ENSG00000197182.17	336113	chr22	46083920	46084019	8733476	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0413323696456381	0.0035863997716576	2.91242006678232	1.59867057587408	31	143	62	196	65	175	42	75
ENSG00000196576.17	340242	chr22	50301467	50301567	8823894	0	-	INTRON	INTRON	protein_coding	PLXNB2	0.0433579241301885	0.00379940572274848	2.89435315757079	1.63479328175598	89	162	41	51	99	197	10	25
ENSG00000197182.17	336119	chr22	46093537	46093637	8733575	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0453271981786831	0.00401091186632677	2.87730227183986	1.60291222818408	105	409	39	188	217	780	46	81
ENSG00000241878.13	338332	chr22	31630856	31630956	8780354	0	-	INTRON	INTRON	protein_coding	PISD	0.046654900196563	0.00420856058474151	2.86209099557978	1.15165951131216	449	427	112	108	318	251	37	29
ENSG00000197182.17	336123	chr22	46100236	46100334	8733643	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.046654900196563	0.00419472375370555	2.86313456363409	1.69844346405582	31	129	76	220	79	249	75	94
ENSG00000197182.17	336113	chr22	46081550	46081648	8733452	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	0.0491735158437306	0.00447800058370742	2.84236632237514	1.94758682872061	31	143	78	152	65	175	40	43
