chr	start	end	name	score	strand	feature_type_top	feature_types	transcript_type_top	gene_name	gene_id	base_feature_id	X10R_IN_1	X10R_IN_2	X10R_IP_1	X10R_IP_2	DMSO_IN_1	DMSO_IN_2	DMSO_IP_1	DMSO_IP_2	padj	pval	stat	log2FoldChange
chr22	46083624	46083723	8733473	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336113	15	223	33	314	39	405	16	146	0.0159130903181722	0.000732974169765669	3.37693857350825	1.69424272893523
chr22	46086660	46086759	8733506	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	22	188	130	1810	16	72	0.0159130903181722	0.000704173900752767	3.38794886943742	2.01125631945226
chr22	46097125	46097225	8733611	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	14	99	130	1810	9	57	0.0159130903181722	0.000701783016714773	3.38888161559111	1.80668880677981
chr22	46075073	46075173	8733387	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336111	57	781	46	551	127	1742	30	163	0.0159130903181722	0.000738236148781184	3.37497045888977	1.95235049312914
chr22	46112838	46112937	8733772	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	ENSG00000197182.17	336130	28	209	45	272	42	547	22	63	0.0159130903181722	0.000708790530010387	3.38615609967236	2.20671185286312
chr22	46113135	46113234	8733775	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	ENSG00000197182.17	336130	28	209	19	199	42	547	11	35	0.0159130903181722	0.000734509976920918	3.37636278973378	2.42773677968877
chr22	46075671	46075771	8733393	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336111	57	781	25	210	127	1742	14	52	0.0163603280374896	0.00077303955503602	3.36227192952155	2.21855511799589
chr22	46089052	46089151	8733530	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	41	386	130	1810	30	136	0.0172562311543546	0.000830196687838364	3.34252569470242	1.98856093067745
chr22	46075871	46075971	8733395	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336111	57	781	58	683	127	1742	40	261	0.0199559808608813	0.000984990321390346	3.29477922581686	1.71814025323417
chr22	46107767	46107867	8733720	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336127	9	164	19	95	31	487	7	39	0.0199559808608813	0.000994370180353192	3.29211478429473	2.56985727232768
chr22	46107667	46107767	8733719	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336127	9	164	67	403	31	487	38	210	0.0215469617078239	0.00109215699378145	3.26564337790761	1.97863659349848
chr22	46091743	46091843	8733557	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	46	463	130	1810	35	156	0.0217472285489889	0.00115021385982784	3.25094678158296	1.9771363418238
chr22	46097325	46097425	8733613	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	38	117	130	1810	11	84	0.0217472285489889	0.00115835753439632	3.24894038050427	2.1414865261044
chr22	46100727	46100825	8733648	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	72	439	47	578	50	214	0.0217472285489889	0.00114924403415624	3.25118659703921	1.82642448963339
chr22	46088055	46088155	8733520	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	43	474	130	1810	36	199	0.0222651407103943	0.00121799096535162	3.23463319212218	1.78764926115189
chr22	46112244	46112343	8733766	0	+	EXON_LNCRNA	EXON_LNCRNA:SS3_PROX:INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336130	28	209	26	190	42	547	14	38	0.0222651407103943	0.00122420017651652	3.23318089505523	2.29536760415358
chr22	46102891	46102991	8733670	0	+	SS3_PROX	SS3_PROX:INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	47	738	47	578	46	243	0.0244187966417822	0.00140417593043668	3.19379129424866	1.99102572065877
chr22	46087158	46087258	8733511	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	66	794	130	1810	52	238	0.0244187966417822	0.00139137894447836	3.19643350159498	2.01431010024412
chr22	46093238	46093338	8733572	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	20	138	130	1810	14	73	0.0244187966417822	0.00140554929123661	3.19350905561931	1.78789290404726
chr22	46102494	46102592	8733666	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	60	650	47	578	54	256	0.0248609325255402	0.00146214690199839	3.18209333589884	1.84709898250105
chr22	46082834	46082933	8733465	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336113	15	223	17	121	39	405	6	52	0.0248609325255402	0.00147371507239027	3.17981027126847	1.9601464801827
chr22	46088354	46088454	8733523	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	38	309	130	1810	26	85	0.0266876485857059	0.00160492732044623	3.15500976784709	2.1605040338937
chr22	46089849	46089949	8733538	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	25	148	130	1810	16	74	0.0285527617237538	0.00176615020971673	3.12697487365164	1.85769693756608
chr22	36372625	36372725	8793151	0	-	INTRON	INTRON	protein_coding	MYH9	ENSG00000100345.24	338610	143	470	16	34	112	384	2	5	0.0285527617237538	0.00176165969434966	3.12772325652623	2.15148979656324
chr22	46099843	46099941	8733639	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	38	382	47	578	35	176	0.0287023695504601	0.00182472108825949	3.11737047510699	1.75629381726965
chr22	46081846	46081945	8733455	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336113	15	223	38	279	39	405	19	134	0.0287023695504601	0.00181589644801197	3.11879923913821	1.62726268261468
chr22	44965866	44965966	8817320	0	-	INTRON	INTRON	protein_coding	PHF21B	ENSG00000056487.18	339822	132	402	16	44	368	1625	11	48	0.0290473372409524	0.0018716067809892	3.10988424010451	1.46007696764956
chr22	46102991	46103091	8733671	0	+	SS3_PROX	SS3_PROX:INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	43	470	47	578	38	142	0.0293357814010643	0.00192000105407009	3.10233568197405	2.0418472149471
chr22	46088852	46088952	8733528	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	35	343	130	1810	29	134	0.0293357814010643	0.0019657997846074	3.09535120366757	1.83672245764001
chr22	46092441	46092540	8733564	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	18	73	130	1810	8	44	0.0293357814010643	0.00194337296672794	3.0987524926655	1.97687359024771
chr22	46102298	46102396	8733664	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	106	816	47	578	83	360	0.0325950327943171	0.00221220583397856	3.06015755336098	1.79669465271765
chr22	46113432	46113531	8733778	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	ENSG00000197182.17	336130	28	209	26	232	42	547	17	57	0.0326911225666211	0.00229919108566534	3.048588593423	2.0266857990915
chr22	46099647	46099745	8733637	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	46	409	47	578	42	209	0.0326911225666211	0.00235219977095161	3.04173359085572	1.65577233311729
chr22	46094833	46094933	8733588	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	88	356	130	1810	42	156	0.0326911225666211	0.00227992600080717	3.0511158326897	2.07566206632166
chr22	46089550	46089650	8733535	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	29	362	130	1810	26	110	0.0326911225666211	0.0023591531749108	3.0408449061191	1.98191752507459
chr22	46086360	46086460	8733503	0	+	SS5_PROX	SS5_PROX:INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	53	430	130	1810	42	228	0.0326911225666211	0.00231329690374976	3.046750429923	1.61748089458854
chr22	46076170	46076270	8733398	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336111	57	781	35	261	127	1742	21	86	0.033184052791929	0.00248025136846892	3.02574041634438	1.89848120185863
chr22	46092241	46092341	8733562	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	18	168	130	1810	16	77	0.033184052791929	0.00247962344944976	3.0258169794755	1.75912788124521
chr22	46113234	46113333	8733776	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	ENSG00000197182.17	336130	28	209	19	177	42	547	12	30	0.033184052791929	0.00247685084794026	3.02615525927548	2.32695637928146
chr22	46094933	46095032	8733589	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	47	188	130	1810	23	95	0.033255499013261	0.00251416143742866	3.02163182098528	1.99647539893535
chr22	46080655	46080755	8733443	0	+	SS5_ADJ	SS5_ADJ:SS5_PROX:INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336113	15	223	25	273	39	405	14	132	0.0334861566879676	0.00256036765054048	3.01611425256414	1.60420526350799
chr22	46092042	46092142	8733560	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	22	219	130	1810	20	101	0.0335012077116926	0.00259029956533706	3.01258842851096	1.71712216498787
chr22	46101807	46101905	8733659	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	36	223	47	578	26	116	0.0340188777857477	0.00265955144201292	3.00457161020031	1.79683018677082
chr22	46102791	46102891	8733669	0	+	SS3_PROX	SS3_PROX:INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	41	375	47	578	36	140	0.034367813680783	0.00271635640775948	2.99813688163245	1.88992146881951
chr22	46094036	46094135	8733580	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	21	136	130	1810	15	58	0.0350269272825732	0.00279854315917467	2.98904128379905	1.90344790360282
chr22	46090048	46090148	8733540	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	55	577	130	1810	48	245	0.0353835252075893	0.00285743244803556	2.98267285275664	1.70836253329172
chr22	46083723	46083822	8733474	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336113	15	223	75	465	39	405	41	208	0.0357071735971454	0.00291424526780826	2.9766415403248	1.56398367180463
chr22	46113828	46113928	8733782	0	+	EXON_LNCRNA	EXON_LNCRNA	lncRNA	MIRLET7BHG	ENSG00000197182.17	336130	28	209	40	126	42	547	15	35	0.0360567814284313	0.00300146431805445	2.96758791674654	2.26850251253852
chr22	46087258	46087357	8733512	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	31	443	130	1810	31	176	0.0360567814284313	0.00300473178570261	2.96725342931434	1.74879493723795
chr22	20495062	20495160	8756103	0	-	INTRON	INTRON	protein_coding	KLHL22	ENSG00000099910.18	337203	63	253	29	109	81	323	13	28	0.0360870659789919	0.0030382581322519	2.96384040720933	1.58539370262435
chr22	46096926	46097026	8733609	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	37	186	130	1810	22	80	0.0363606603340358	0.00309253038923501	2.95838756140143	1.95896326900882
chr22	46099941	46100039	8733640	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	61	375	47	578	45	152	0.0370869539253549	0.00318616442657688	2.94918184355904	1.88680508498523
chr22	46083920	46084019	8733476	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336113	15	223	38	315	39	405	23	135	0.0413323696456381	0.0035863997716576	2.91242006678232	1.59867057587408
chr22	50301467	50301567	8823894	0	-	INTRON	INTRON	protein_coding	PLXNB2	ENSG00000196576.17	340242	43	253	25	81	59	457	5	44	0.0433579241301885	0.00379940572274848	2.89435315757079	1.63479328175598
chr22	46093537	46093637	8733575	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336119	51	639	24	303	130	1810	25	146	0.0453271981786831	0.00401091186632677	2.87730227183986	1.60291222818408
chr22	31630856	31630956	8780354	0	-	INTRON	INTRON	protein_coding	PISD	ENSG00000241878.13	338332	218	668	69	174	191	581	20	52	0.046654900196563	0.00420856058474151	2.86209099557978	1.15165951131216
chr22	46100236	46100334	8733643	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336123	15	201	47	354	47	578	41	169	0.046654900196563	0.00419472375370555	2.86313456363409	1.69844346405582
chr22	46081550	46081648	8733452	0	+	INTRON	INTRON	lncRNA	MIRLET7BHG	ENSG00000197182.17	336113	15	223	48	245	39	405	22	77	0.0491735158437306	0.00447800058370742	2.84236632237514	1.94758682872061
